Asset ID,Parent Name,Parent LEI,Parent Reg Number,Parent Reg Jurisdiction,Subsidiary Name,Subsidiary LEI,Subsidiary Reg Number,Subsidiary Reg Jurisdiction,Subsidiary Industry,Asset Name,Premise Type,Asset Criticality,Address,Country,Country Code,Latitude,Longitude,Probability
155_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,MIXED_USE,,"C. de Ramírez de Arellano, 37, Cdad. Lineal, 28043 Madrid, Spain",Spain,,40.4461454,-3.6579555,high
156_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,"Siemens Gamesa Renewable Energy, Inc",INDUSTRIAL,,"1050 Walnut St # 303, Boulder, CO 80302, USA",United States,,40.0162446,-105.2813233,high
157_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,SIEMENS GAMESA RENEWABLE ENERGY,SINGLE_RES,,"9 Av. Irma Masson, 52300 Joinville, France",France,,48.4341644,5.1376719,high
158_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,HIGH_ST,,"Rue du Moulin, 79460 Magné, France",France,,46.318955,-0.5593987,high
159_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,SGRE Lesquin Office Siemens Gamesa Renewable Energy Service SAS,OFFICE,,"917 Rue des Saules, 59810 Lesquin, France",France,,50.5924667,3.1317167,medium
160_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"28 Av. Louis Martin, 35400 Saint-Malo, France",France,,48.6494158,-2.0174649,high
161_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,HIGH_ST,,"_upnicza 11, 03-821 Warszawa, Poland",Poland,,52.2511596,21.060696,high
162_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"1150 Northbrook Dr, Feasterville-Trevose, PA 19053, USA",United States,,40.142191,-74.9606708,high
163_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Power Pvt Ltd,INDUSTRIAL,,"262C+M8J, Kalorana, Gujarat 365410, India",India,,22.0017108,71.2207714,high
164_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Power Pvt Ltd Warehouse,WAREHOUSE,,"JW3F+C68, Kolambakkam, Tamil Nadu 603308, India",India,,12.603539,79.9230653,high
165_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Power Pvt Ltd,INDUSTRIAL,,"3RR7+6J8, Khirai, Gujarat 363670, India",India,,23.0905402,70.814092,high
166_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,SIEMENS GAMESA RENEWABLE POWER PVT LTD,INDUSTRIAL,,"No. 89/A, 4th Cross Rd E, JCR Extension, Maniyur, Chitradurga, Karnataka 577501, India",India,,14.233491,76.4049254,high
167_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"Via Privata Vipiteno, 4, 20128 Milano MI, Italy",Italy,,45.5112934,9.2389542,high
168_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa renewable energy pvt,INDUSTRIAL,,"SH 128, Toppal Doddi, Karnataka 584120, India",India,,16.1672643,76.7861473,high
169_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"1000 Commerce St, Hutchinson, KS 67501, USA",United States,,38.0364264,-97.8793236,high
170_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,HIGH_ST,,"1577 North Service Rd E, Oakville, ON L6H 1A7, Canada",Canada,,43.487892,-79.6749137,high
171_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"Assensvej 11, 9220 Aalborg, Denmark",Denmark,,57.0412937,10.0309989,high
172_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"Källebacksvägen 2C, 554 75 Jönköping, Sweden",Sweden,,57.7664319,14.1008031,high
173_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy A/S,INDUSTRIAL,,"Middelfartvej 6, 9220 Aalborg, Denmark",Denmark,,57.0430821,10.0338576,high
174_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,MIXED_USE,,"1 Brewster Square, Livingston EH54 9BJ, UK",United Kingdom,,55.866753,-3.531879,high
175_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"5 Willowbank Rd, Milbrook, Larne BT40 2SF, UK",United Kingdom,,54.8433527,-5.8580221,high
176_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"C. Soto Aizoáin, 2-168, 56, 31013 Pamplona, Navarra, Spain",Spain,,42.8305994,-1.6853371,high
177_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,"Siemens Gamesa Renewable Energy Blades, S.A.",INDUSTRIAL,,"R. da Barreira 25, 3840-346 Sosa, Portugal",Portugal,,40.5609147,-8.6118131,high
178_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"Via Pasteur, 7, 15890 Santiago de Compostela, La Coruña, Spain",Spain,,42.9104322,-8.5143623,high
179_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"XXP2+JV5, Thoothukudi, Tamil Nadu 628718, India",India,,8.9865095,77.9522191,high
180_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy B.V. (former Senvion Netherlands B.V.),INDUSTRIAL,,"Sluiswachter 20J, 3861 SN Nijkerk, Netherlands",Netherlands,,52.2303401,5.4607341,high
181_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Service GmbH,INDUSTRIAL,,"An d. Sechta 4/1, 73479 Ellwangen (Jagst), Germany",Germany,,48.937046,10.2101535,high
182_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"Vasant Nagar, Hubballi, Karnataka 580023, India",India,,15.3618721,75.1551645,high
183_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,HIGH_ST,,"Leona Droszy_skiego 24, 80-381 Gda_sk, Poland",Poland,,54.4089117,18.5737026,high
184_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,OFFICE,,"Johanneslundsvägen 12, 194 61 Upplands Väsby, Sweden",Sweden,,59.5063791,17.9227017,high
185_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa renewable energy,INDUSTRIAL,,"Skästranoret 1, 827 53 Järvsö, Sweden",Sweden,,61.7537691,16.1554973,high
186_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Service GmbH,MIXED_USE,,"Liegauer Str. 15A, 01465 Dresden, Germany",Germany,,51.1293821,13.8469022,high
187_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,SiemensGamesa Renewable Energy Service GmbH,INDUSTRIAL,,"Karl-Carstens-Straße 3, 52146 Würselen, Germany",Germany,,50.8109957,6.1669486,high
188_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Service GmbH,HIGH_ST,,"Lecker Str. 7, 25917 Enge-Sande, Germany",Germany,,54.7405361,8.9602632,high
189_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Service GmbH,INDUSTRIAL,,"Am Herdicksbach 2, 45731 Waltrop, Germany",Germany,,51.6082326,7.3916027,high
190_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Service GmbH,HIGH_ST,,"Albert-Betz-Straße 1, 24783 Osterrönfeld, Germany",Germany,,54.2893935,9.6709055,high
191_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Service GmbH,SINGLE_RES,,"Hauptstraße 5A, 25715 Averlak, Germany",Germany,,53.9489556,9.1722569,high
192_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Service GmbH,SINGLE_RES,,"Michaelisstraße 10, 16225 Eberswalde, Germany",Germany,,52.83402,13.8178399,high
193_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Service GmbH,HIGH_ST,,"Pritzwalker Str. 10A, 16909 Wittstock/Dosse, Germany",Germany,,53.1604145,12.4729033,high
194_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"Oostkaje, 26757 Borkum, Germany",Germany,,53.5614268,6.7528508,high
195_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Service GmbH,INDUSTRIAL,,"Rudolf-Diesel-Straße 19a, 24790 Schacht-Audorf, Germany",Germany,,54.29919,9.71625,high
196_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy A S,HIGH_ST,,"Neu-Galliner Ring 14-16, 19258 Gallin, Germany",Germany,,53.5112037,10.808957,high
197_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy ____,HIGH_ST,,"Tokyo Shiodome Building, 14F, 1-ch_me-9-1 Higashishinbashi, Minato City, Tokyo 105-7314, Japan",Japan,,35.663026,139.761236,high
198_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Lanka (Pvt) Ltd,OFFICE,,"No 51/1 Kandy - Colombo Rd, _______, Sri Lanka",Sri Lanka,,7.0853103,80.0327008,high
199_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Power Pvt Ltd,INDUSTRIAL,,"chezhilanallur, SF. NO. 1231/1232, Tamil Nadu 627352, India",India,,8.9139197,77.7077938,high
200_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"Polígono Industrial, Calle e, 2-4, 31170 Orcoyen, Navarra, Spain",Spain,,42.8105316,-1.711415,high
201_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"Boulevard de la Corniche, Casablanca 20200, Morocco",Morocco,,33.5974601,-7.6657331,high
202_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,HIGH_ST,,"15 Shaw St, Herbert, SK S0H 2A0, Canada",Canada,,50.4236898,-107.2188148,high
203_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"Pdte. Riesco 5335, 7550000 Las Condes, Región Metropolitana, Chile",Chile,,-33.4054446,-70.5766403,high
204_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Blades S.A. - Oliveira de Frades,INDUSTRIAL,,"Zona Industrial de Oliveira de Frades – Lote 2, 3680-172 Oliveira de Frades, Portugal",Portugal,,40.7149038,-8.2107199,high
205_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy,INDUSTRIAL,,"Polígono Industrial Valdemies II Calle Diego de, 42100 Ágreda, Soria, Spain",Spain,,41.8462615,-1.9380359,high
206_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,"Siemens Gamesa Renewable Energy Eólica, S.L.",INDUSTRIAL,,"Ctra. Pozaldez, 1, 47400 Medina del Campo, Valladolid, Spain",Spain,,41.318406,-4.9039685,high
207_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,SIEMENS GAMESA RENEWABLE ENERGY 9REN SL,INDUSTRIAL,,"C. Isaac Peral, 11, 29320 Campillos, Málaga, Spain",Spain,,37.0494545,-4.8758573,high
208_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa,INDUSTRIAL,,"Rda. de Narcís Monturiol, 3, 46980 Paterna, Valencia, Spain",Spain,,39.5492511,-0.4645471,high
209_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Pty Ltd,HIGH_ST,,"570 Swan St, Burnley VIC 3121, Australia",Australia,,-37.8270861,145.0188604,high
210_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Limited (Thailand),OFFICE,,"Siemens Gamesa Renewable Energy Ltd. 2922/325, 33rd Floor, Charn Issara Tower II, _. _______________ Bangkapi, ___________ _____________ 10310, Thailand",Thailand,,13.7433213,100.588065,high
211_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Service GmbH,TRANSPORT,,"Bäckerweg 64, 24852 Eggebek, Germany",Germany,,54.6116032,9.3475935,high
212_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Service GmbH,INDUSTRIAL,,"Europaallee 7, 28309 Bremen, Germany",Germany,,53.0351898,8.8848143,high
213_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Service GmbH,INDUSTRIAL,,"Zöllners Garten 1, 30900 Wedemark, Germany",Germany,,52.5145245,9.73331,high
214_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Gamesa Renewable Energy Ltd.,,,,Utilities,Siemens Gamesa Renewable Energy Blades,INDUSTRIAL,,"Unnamed Road, La Ville Nouvelle Cherafate, Tanger 90060, Morocco",Morocco,,35.7594651,-5.8339543,high
215_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,"PRO INTEGRIS d.o.o., Split/ Croatia",,,,Technology Hardware & Equipment,Pro Integris d.o.o.,SINGLE_RES,,"Ul. Josipa Jovi_a 7, 21000, Split, Croatia",Croatia,,43.5151639,16.4831213,high
216_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,"PRO INTEGRIS d.o.o., Split/ Croatia",,,,Technology Hardware & Equipment,Pro Integris Ltd.,OFFICE,,"Av. Ve_eslava Holjevca 40, 10000, Zagreb, Croatia",Croatia,,45.763208,15.980091,high
217_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,"PRO INTEGRIS d.o.o., Split/ Croatia",,,,Technology Hardware & Equipment,Pro Integris,SINGLE_RES,,"Lova_ki put 7, 21000, Split, Croatia",Croatia,,43.5128644,16.4850876,high
218_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,"Gamesa Electric, S.A. Unipersonal, Zamudio/ Spain",,,,Capital Goods,Gamesa Información Accionista,TRANSPORT,,"Polígono Industrial Teknologi Elkartegia, 0 S N, 48170 Arteaga, Vizcaya, Spain",Spain,,43.28079,-2.86332,medium
219_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,PT Siemens Energy Indonesia,52990058WH1BJKGB9Z15,1.01E+12,ID,Energy,Siemens Energy Indonesia CSC Cilegon,INDUSTRIAL,,"2229+84P, Jl. Eropa II Jl. Kawasan Industri Krakatau Steel, Kotasari, Kec. Gerogol, Kota Cilegon, Banten 42443, Indonesia",Indonesia,IDN,-5.9991673,106.0178131,high
220_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Global GmbH & Co. KG,529900F0AEX3776C0J76,111200,DE,Utilities,Siemens Energy Global GmbH & Co. KG,OFFICE,,"Philipsbornstra√üe 2, 30165 Hannover, Germany",Germany,DEU,52.3879587,9.7333639,high
221_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Global GmbH & Co. KG,529900F0AEX3776C0J76,111200,DE,Utilities,Siemens Energy Global GmbH & Co. KG,INDUSTRIAL,,"Lutherstra√üe 51, 02826 G√∂rlitz, Germany",Germany,DEU,51.1467461,14.9708557,high
222_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Global GmbH & Co. KG,529900F0AEX3776C0J76,111200,DE,Utilities,Siemens Technopark M√ºlheim GmbH & Co. KG,OFFICE,,"Mellinghofer Str. 55, 45473 M√ºlheim an der Ruhr, Germany",Germany,DEU,51.4418385,6.8808479,medium
223_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Global GmbH & Co. KG,529900F0AEX3776C0J76,111200,DE,Utilities,Siemens Energy Global GmbH & Co. KG,HIGH_ST,,"Werner-von-Siemens-Stra√üe 1, 99086 Erfurt, Germany",Germany,DEU,51.0073531,11.0276381,high
224_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Global GmbH & Co. KG,529900F0AEX3776C0J76,111200,DE,Utilities,Siemens Energy Global GmbH & Co. KG Stuttgart,OFFICE,,"Schwieberdinger Str. 95-99, 70435 Stuttgart, Germany",Germany,DEU,48.8325585,9.1560544,high
225_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Global GmbH & Co. KG,529900F0AEX3776C0J76,111200,DE,Utilities,Siemens Energy Global GmbH & Co. KG,INDUSTRIAL,,"Overbeckstra√üe 44, 01139 Dresden, Germany",Germany,DEU,51.0749416,13.6894697,high
226_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Global GmbH & Co. KG,529900F0AEX3776C0J76,111200,DE,Utilities,Siemens Energy Global GmbH & Co KG,WAREHOUSE,,"Rittigfeld 1, 91301 Forchheim, Germany",Germany,DEU,49.6878892,11.0594565,high
227_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Global GmbH & Co. KG,529900F0AEX3776C0J76,111200,DE,Utilities,Siemens Gas and Power GmbH & Co. KG,OFFICE,,"Freyeslebenstra√üe 1, 91058 Erlangen, Germany",Germany,DEU,49.5742757,11.0137806,medium
228_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Global GmbH & Co. KG,529900F0AEX3776C0J76,111200,DE,Utilities,Siemens AG Energy Sector,INDUSTRIAL,,"Huttenstra√üe 12, 10553 Berlin, Germany",Germany,DEU,52.5280681,13.3240915,high
229_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Global GmbH & Co. KG,529900F0AEX3776C0J76,111200,DE,Utilities,Siemens Gas and Power GmbH & Co. KG - Manufacturing Center of Excellence,OFFICE,,"Campus-Boulevard 79, 52074 Aachen, Germany",Germany,DEU,50.7862469,6.0434093,high
230_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Global GmbH & Co. KG,529900F0AEX3776C0J76,111200,DE,Utilities,Siemens Energy Global GmbH & Co. KG,OFFICE,,"Wolfgang Reuter Platz 2, 47053 Duisburg, Germany",Germany,DEU,51.4269218,6.749901,high
231_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Global GmbH & Co. KG,529900F0AEX3776C0J76,111200,DE,Utilities,Siemens Energy Global GmbH & Co.KG,OFFICE,,"Katzwanger Str. 150, 90461 N√ºrnberg, Germany",Germany,DEU,49.4232067,11.0847123,high
232_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Global GmbH & Co. KG,529900F0AEX3776C0J76,111200,DE,Utilities,Siemens Energy Global GmbH & Co. KG,HIGH_ST,,"Hahnstra√üe 43e, 60528 Frankfurt am Main, Germany",Germany,DEU,50.0814121,8.6361022,high
233_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Global GmbH & Co. KG,529900F0AEX3776C0J76,111200,DE,Utilities,Siemens Energy Global GmbH & Co. KG Karlsruhe,OFFICE,,"Siemensallee 84, 76187 Karlsruhe, Germany",Germany,DEU,49.0279088,8.3510361,high
234_SIEMENS-ENERGY-AG,Siemens Energy AG,5299005CHJZ14D4FDJ62,HRB 252581,DE,Siemens Energy Global GmbH & Co. KG,529900F0AEX3776C0J76,111200,DE,Utilities,Siemens Energy Global GmbH & Co. KG Mannheim,OFFICE,,"Gl√ºcksteinallee 25, 68163 Mannheim, Germany",Germany,DEU,49.4764399,8.47128,high
